contest	task	problem_url	editorial_url	reusable_parts	recipe	problem_specific_core	tool	current	missing	pitfalls	reviewer	reviewed_on	status	notes
abc445	g	https://atcoder.jp/contests/abc445/tasks/abc445_g	https://atcoder.jp/contests/abc445/editorial/15902	bipartite conflict graph; maximum independent set	construct a maximum placement by bipartite matching and Konig's theorem	gcdで縮約した座標parityによりknight衝突graphを二部化する	none	graph/matching.hpp	none	A=0; 重複方向辺; 壁; coloring式; 最大独立集合の復元	Codex	2026-07-16	reviewed	既存bipartitematchingで構成し公式sample 1と2の最適配置を確認
abc446	c	https://atcoder.jp/contests/abc446/tasks/abc446_c	https://atcoder.jp/contests/abc446/editorial/16163	FIFO batches; expiration queue	consume oldest inventory and expire batches by timestamp	仕入れ日と残数のdequeを朝・昼・夜の順で更新する	none	C++23 deque	none	消費後の空batch; D=1; N日目夜の廃棄後; 在庫総数	Codex	2026-07-16	reviewed	圧縮dequeの直接実装で公式sample一致
abc446	d	https://atcoder.jp/contests/abc446/tasks/abc446_d	https://atcoder.jp/contests/abc446/editorial/16361	sparse value DP; subsequence	longest subsequence following a fixed predecessor relation	値vで終わる最長長をdp[v-1]+1からunordered_map更新する	none	C++23 unordered_map	none	同じvの既存最良値を下げない; subsequenceで順序を保つ; 値域10^9	Codex	2026-07-16	reviewed	一行遷移が十分短く公式sample一致
abc446	e	https://atcoder.jp/contests/abc446/tasks/abc446_e	https://atcoder.jp/contests/abc446/editorial/16370	functional state graph; reverse multi-source reachability	classify finite deterministic states that eventually hit a forbidden set	連続二項(x,y)をM^2状態にして0を含む状態から逆辺BFSする	none	graph/graph.hpp; graph/shortestpath.hpp bfs	none	初期xまたはyが0; 逆辺の向き; M^2頂点のmemory; 積のoverflow	Codex	2026-07-16	reviewed	既存型付き有向graphとmulti-source BFSで公式sample一致
abc446	f	https://atcoder.jp/contests/abc446/tasks/abc446_f	https://atcoder.jp/contests/abc446/editorial/16384	incremental reachability; vertex activation; boundary counting	maintain source reachability while induced subgraphs grow by one vertex	頂点番号順に有効化した到達数とprefixから一辺で出る外部頂点数を組み合わせる	none	graph/incrementalreachability.hpp	none	多重辺・自己loop; source自身の有効化; 到達不能prefix; 外部頂点の重複count	Codex	2026-07-16	reviewed	incremental_reachabilityを追加し愚直比較・公式sample一致
abc446	g	https://atcoder.jp/contests/abc446/tasks/abc446_g	https://atcoder.jp/contests/abc446/editorial/16371	canonical subsequence; occurrence positions; prefix-sum DP	count distinct subsequences through their lexicographically earliest embeddings	各run末尾の貪欲index列へ一意化し直前末尾の連続範囲からDPする	none	math/modint.hpp; prefix DP	none	位置違いの同一列を重複countしない; block=1; 空列は遷移用だけ; 半開区間	Codex	2026-07-16	reviewed	問題固有の正準化でAPI化せず公式sample一致
abc447	c	https://atcoder.jp/contests/abc447/tasks/abc447_c	https://atcoder.jp/contests/abc447/editorial/16716	invariant subsequence; run decomposition; L1 distance	separate immutable non-A characters from independently editable A gaps	A以外の部分列一致を確認し各隙間のA個数差の絶対値を足す	none	none	none	先頭末尾の隙間; Aだけの文字列; 答え最大6e5	Codex	2026-07-16	reviewed	線形分解の直接実装が短く公式sample一致
abc447	d	https://atcoder.jp/contests/abc447/tasks/abc447_d	https://atcoder.jp/contests/abc447/editorial/16451	greedy subsequence packing	maximize disjoint copies of a fixed ordered pattern by prefix capacities	採用済みA・AB・ABC個数を走査し各段階を直前段階以下へ抑える	none	none	none	部分文字列でなく部分列; 同じ文字を複数段階へ使わない; 長さ10^6	Codex	2026-07-16	reviewed	3変数greedyが最短で公式sample一致
abc447	e	https://atcoder.jp/contests/abc447/tasks/abc447_e	https://atcoder.jp/contests/abc447/editorial/16717	reverse greedy; lexicographic superincreasing weights; DSU	maximize kept edge bitset while preserving at least two components	辺番号降順に連結成分が2未満にならない範囲で併合し不採用辺costを足す	none	structure/dsu.hpp; math/modint.hpp	none	最小化するのは整数値; 辺costは2^(i+1); cycle辺; 成分数2での跨成分辺	Codex	2026-07-16	reviewed	既存DSUとmodintで公式sample一致
abc447	f	https://atcoder.jp/contests/abc447/tasks/abc447_f	https://atcoder.jp/contests/abc447/editorial/16458	tree DP; degree-constrained longest path	longest tree path with separate endpoint and internal predicates	ムカデ胴体を端点次数3以上・内部次数4以上のpathとして最大化する	none	tree/constrainedpath.hpp	none	x=1は任意の3頂点木に存在; path長は頂点数; 再帰stack overflow	Codex	2026-07-16	reviewed	longest_constrained_pathを追加し愚直比較・公式sample一致
abc447	g	https://atcoder.jp/contests/abc447/tasks/abc447_g	https://atcoder.jp/contests/abc447/editorial/16718	top-k distinct keys; segment tree; offline point changes	maintain a small best candidate set per distinct category under range queries	prefix/suffix上位4ジャンルとジャンル走査時のO(1)変化を固定長monoidで管理する	none	structure/topk.hpp; structure/segtree.hpp	none	不足候補の-INF sentinel; 同ジャンル除外; 更新の復元; 64 bit和; 定数倍	Codex	2026-07-16	reviewed	topkdistinctを追加し公式sample一致
abc448	c	https://atcoder.jp/contests/abc448/tasks/abc448_c	https://atcoder.jp/contests/abc448/editorial/16979	top-k candidates; small exclusion set	inspect the first K+1 global candidates after excluding at most K indices	値とindexをsortした先頭6個から除外されていない最初を返す	none	none	none	同値でもindexを保持; K<=5なので6候補で十分; query入力が二行	Codex	2026-07-16	reviewed	直接実装が短く公式sample一致
abc448	d	https://atcoder.jp/contests/abc448/tasks/abc448_d	https://atcoder.jp/contests/abc448/editorial/16747	enter-exit DFS; path frequency	maintain a root-to-current path aggregate with reversible callbacks	DFS侵入時に値を追加し退出時に戻して重複個数を管理する	none	none	none	再帰stack overflow; 3回以上同値があるpath; siblingへ状態を残さない	Codex	2026-07-16	reviewed	反復enter-exit DFSのverifyコードを追加し公式sample一致
abc448	e	https://atcoder.jp/contests/abc448/tasks/abc448_e	https://atcoder.jp/contests/abc448/editorial/16749	affine exponentiation; decimal RLE; quotient residue	compute N mod divisor*modulus from repeated decimal digits	同一数字runの十進連結変換を二乗法で合成し商の剰余へ直す	none	math/decimal.hpp	none	divisor*modulusのoverflow; run長10^18; 先頭runとmodulus=1	Codex	2026-07-16	reviewed	decimal_runs_div_modを追加し公式sample一致
abc448	f	https://atcoder.jp/contests/abc448/tasks/abc448_f	https://atcoder.jp/contests/abc448/editorial/16776	strip decomposition; snake ordering	construct a short Manhattan Hamiltonian cycle by alternating within strips	xを幅W/sqrt(N)の短冊へ分けy昇降順を交互にsortして頂点1へrotateする	none	none	none	最後から最初への距離; strip幅0; 頂点1を先頭へrotate; 64 bit距離検算	Codex	2026-07-16	reviewed	構成が短いためAPI化せず公式sampleで出力条件を確認
abc448	g	https://atcoder.jp/contests/abc448/tasks/abc448_g	https://atcoder.jp/contests/abc448/editorial/16987	zero-sum game; upper envelope; persistent Li Chao Tree; small LP	solve a two-choice subgame as an envelope minimum and a three-choice game at LP vertices	各BAN後のゲーム値を上包絡線から求め相異なる高々7平面の下包絡線最大を列挙する	none	structure/persistentlichaotree.hpp	general low-dimensional LP	浮動小数誤差; 同傾き直線; 包絡線端点; 退化した三平面; mixed strategy	Codex	2026-07-16	reviewed	公式幾何解のverifyはsample一致、公式別解向け永続Li Chao木を追加
abc449	c	https://atcoder.jp/contests/abc449/tasks/abc449_c	https://atcoder.jp/contests/abc449/editorial/17256	sliding frequency; pair counting	for each right endpoint maintain equal values at allowed distance	各文字について距離[L,R]内の左端個数を差分更新する	none	C++23 array	none	Rをinclusiveで扱う; 64 bit answer; 追加削除順序	Codex	2026-07-15	reviewed	定数alphabetの単純尺取りで専用APIなし
abc449	d	https://atcoder.jp/contests/abc449/tasks/abc449_d	https://atcoder.jp/contests/abc449/editorial/17257	lattice counting; disjoint case split	split by |x|>|y| and |x|<=|y| so the maximum coordinate is fixed	max絶対値が偶数の長方形内格子点を支配軸別に数える	none	none	none	境界の等号を一方だけに含める; 負数の偶奇; inclusive区間	Codex	2026-07-15	reviewed	制約幅2e6の直接走査が簡潔でAPI化しない
abc449	e	https://atcoder.jp/contests/abc449/tasks/abc449_e	https://atcoder.jp/contests/abc449/editorial/17253	frequency leveling; offline order statistics; Fenwick tree	batch equal-frequency rounds and answer kth active value queries offline	最小頻度値を追加する無限列を頻度levelごとの周期列に分解する	none	structure/fenwicktree.hpp	none	初期prefix; boundaryを10^18で飽和; stable tie by value; 1-index query	Codex	2026-07-15	reviewed	既存Fenwick lower_boundと二分探索で対応し公式sample一致
abc449	f	https://atcoder.jp/contests/abc449/tasks/abc449_f	https://atcoder.jp/contests/abc449/editorial/17255	rectangle union area; sweep line; coordinate compression	map each obstacle to the rectangle of forbidden top-left placements	各黒マスを含む配置左上座標領域の和集合を全配置から引く	none	geometry/rectangleunion.hpp	none	配置座標範囲とのclip; inclusive lattice pointsを半開rectangleへ変換; N=0	Codex	2026-07-15	reviewed	rectangle_union_areaを追加し公式sample一致
abc449	g	https://atcoder.jp/contests/abc449/tasks/abc449_g	https://atcoder.jp/contests/abc449/editorial/17258	formal power series power; generating function; prefix sums	reduce repunit sums to bounded decimal digit sums and count coefficients	N個repunit和をN個10冪和へ写し桁和制約の母関数を計算する	none	fps/fps.hpp	none	最高桁係数は非負無制限; 1/(1-x)はprefix sum; N未満を引く	Codex	2026-07-15	reviewed	既存fps.powで公式sample一致
abc450	c	https://atcoder.jp/contests/abc450/tasks/abc450_c	https://atcoder.jp/contests/abc450/editorial/17732	grid connected components; boundary flags	label passable components and record whether each touches the outer border	白マス成分を列挙し外周に触れない成分を数える	none	graph/grid.hpp grid_components	none	4近傍; 白マスのみ; 再帰DFS stack overflow	Codex	2026-07-15	reviewed	grid_componentsを追加し公式sample一致
abc450	d	https://atcoder.jp/contests/abc450/tasks/abc450_d	https://atcoder.jp/contests/abc450/editorial/17279	circular residues; maximum gap	minimum covering arc equals modulus minus the largest cyclic gap	各値の剰余を円周上に置き全点を含む最短弧を求める	none	algorithm/modularrange.hpp	none	負剰余の正規化; wrap-around gap; N=1	Codex	2026-07-15	reviewed	minimum_modular_rangeを追加し公式sample一致
abc450	e	https://atcoder.jp/contests/abc450/tasks/abc450_e	https://atcoder.jp/contests/abc450/editorial/17731	recursive word; saturated length; prefix aggregate	descend through S_i=S_(i-1)+S_(i-2) without materializing the word	巨大Fibonacci wordのprefix文字数を長さと全体頻度の前計算で答える	none	string/fibonacciword.hpp	none	10^18で長さ飽和; 1-index区間; S2が以後のprefix	Codex	2026-07-15	reviewed	fibonacciwordを追加し公式sample一致
abc450	f	https://atcoder.jp/contests/abc450/tasks/abc450_f	https://atcoder.jp/contests/abc450/editorial/17271	reachability frontier DP; range affine range sum	sort forward edges by source and maintain the maximum reachable vertex distribution	後退辺固定graphが強連結となる残存前進辺集合を到達右端DPで数える	none	utility/presetsegtree.hpp range_affine_range_sum; math/modint.hpp	none	削除集合と残存集合の対応; Y位置は旧値を二重計上; X未満は捨ててよい	Codex	2026-07-15	reviewed	既存range_affine_range_sumで公式sample一致
abc450	g	https://atcoder.jp/contests/abc450/tasks/abc450_g	https://atcoder.jp/contests/abc450/editorial/17336	expectation; exchangeability; second moment	express the final value as signed input sum and track the common pair-sign expectation	最終係数ciの対称性から二次モーメントをsumとsquare sumへ圧縮する	none	math/modint.hpp	none	N=1分岐; ordered pair selection; rational division; coefficient recurrence	Codex	2026-07-15	reviewed	式変形が問題固有のためAPI化せずverifyコードを収録
abc451	c	https://atcoder.jp/contests/abc451/tasks/abc451_c	https://atcoder.jp/contests/abc451/editorial/18049	min heap; amortized deletion	insert values and pop while minimum is at most the threshold	木の高さをheapに入れ閾値以下を全削除して残数を出す	C++23 priority_queue	none	none	min heapのgreater指定; 各要素は一度だけ削除される	Codex	2026-07-15	reviewed	標準heapだけで十分なため専用APIなし
abc451	d	https://atcoder.jp/contests/abc451/tasks/abc451_d	https://atcoder.jp/contests/abc451/editorial/18051	set DP; decimal concatenation; enumeration	enumerate representable values by digit length and deduplicate	9桁以下の2冪文字列連結を桁数DPで全列挙してsortする	none	C++23 set; string/integer conversion	none	先頭0なし; 同じ整数の複数分割をdeduplicate; 10^9以下保証	Codex	2026-07-15	reviewed	生成元が2冪に固有で高水準API化しない
abc451	e	https://atcoder.jp/contests/abc451/tasks/abc451_e	https://atcoder.jp/contests/abc451/editorial/18053	tree metric; distance matrix reconstruction	choose each vertex's nearest ancestor by root-distance additivity and recheck all distances	距離行列から正重み木を一意復元して全点間距離を照合する	none	tree/treemetric.hpp	none	対称性と対角0; 辺重み正; 入力頂点以外を追加しない; O(N^2)	Codex	2026-07-15	reviewed	restore_tree_metricを追加し公式sample一致
abc451	f	https://atcoder.jp/contests/abc451/tasks/abc451_f	https://atcoder.jp/contests/abc451/editorial/18091	parity DSU; online bipartiteness; component color counts	maintain xor color differences and sum the smaller color class per component	辺追加ごとに異色制約を併合し矛盾と黒頂点最小数を更新する	none	structure/dsu.hpp paritydsu	none	同一成分への矛盾辺; component反転; 孤立点の寄与0	Codex	2026-07-15	reviewed	paritydsuを追加し公式sample一致
abc451	g	https://atcoder.jp/contests/abc451/tasks/abc451_g	https://atcoder.jp/contests/abc451/editorial/18047	XOR linear basis; spanning tree potentials; binary trie	quotient path XORs by the cycle space then count pairs with XOR at most K	根path XORを閉路XOR spanで最小化し頂点値のXOR pairを数える	none	math/xorbasis.hpp; structure/xortrie.hpp	none	walkはcycleを任意回使える; basis.minの代表元; <=Kと<K+1; 30 bit	Codex	2026-07-15	reviewed	xortrieとcount_pairs_xor_at_mostを追加し公式sample一致
abc452	c	https://atcoder.jp/contests/abc452/tasks/abc452_c	https://atcoder.jp/contests/abc452/editorial/18410	position-character existence table; preprocessing	precompute whether each length has each character at each position	各長さの文字列群から指定位置に指定文字が存在するか判定する	none	none	none	文字列長ごとに位置範囲が異なる; queryの1-indexを直す	Codex	2026-07-15	reviewed	単純な三次元存在表で専用APIなし
abc452	d	https://atcoder.jp/contests/abc452/tasks/abc452_d	https://atcoder.jp/contests/abc452/editorial/18360	subsequence DP; substring counting	track the latest possible start of every matched pattern prefix	各右端についてTを部分列に持つsubstringの最大開始位置を更新する	none	string/subsequence.hpp	none	空でないsubstringのみ; pattern長50; 同じ文字の更新は長さ降順	Codex	2026-07-15	reviewed	count_substrings_without_subsequenceを追加し公式sample一致
abc452	e	https://atcoder.jp/contests/abc452/tasks/abc452_e	https://atcoder.jp/contests/abc452/editorial/18408	prefix sums; quotient blocks; modular arithmetic	group i by floor(i/j) and sum weights over each interval	Ai Bj (i mod j)をjごとの商一定区間へ分解して総和する	none	structure/prefixsum.hpp; math/modint.hpp	none	添字は1-index; j>Nの扱い; 積と総和をmod化	Codex	2026-07-15	reviewed	既存累積和とmodintに調和級数loopを組み合わせる
abc452	f	https://atcoder.jp/contests/abc452/tasks/abc452_f	https://atcoder.jp/contests/abc452/editorial/18361	two pointers; inversion count; Fenwick tree	count intervals with inversions at most K and subtract K-1	window追加削除時の転倒数差分を頻度Fenwickで管理する	none	algorithm/twopointer.hpp	none	K=0; 削除時は左端より小さい残存要素数; 答えlong long	Codex	2026-07-15	reviewed	重複値にも対応するcount_subarrays_inversionsを追加し公式sample一致
abc452	g	https://atcoder.jp/contests/abc452/tasks/abc452_g	https://atcoder.jp/contests/abc452/editorial/18406	run-length encoding; suffix array; LCP	reduce valid run boundaries to substrings separated by a forbidden delimiter	run長と値の大小から有効run列を0区切り列へ写し相異なる0なしsubstringを数える	none	string/runlength.hpp; string/distinctsubstring.hpp	none	短すぎるrunは両端部分だけ有効; delimiterを候補から除く; duplicateはLCPで引く	Codex	2026-07-15	reviewed	禁止値なし相異substring数え上げを追加し公式sample一致
abc453	c	https://atcoder.jp/contests/abc453/tasks/abc453_c	https://atcoder.jp/contests/abc453/editorial/18525	bitmask enumeration; simulation	exhaust all binary decisions for small n	各移動方向2^N通りを試し座標の符号変化回数を数える	none	none	none	0.5を2倍して整数化; 座標積のoverflow; N=20でO(N2^N)	Codex	2026-07-15	reviewed	基本bit全探索で専用APIなし
abc453	d	https://atcoder.jp/contests/abc453/tasks/abc453_d	https://atcoder.jp/contests/abc453/editorial/18527	product state graph; BFS path restoration	augment position with the previous action needed by local transition rules	マスと直前方向の4HW状態を探索し親状態から移動列を復元する	none	graph/grid.hpp directions; direct implicit BFS	none	始点は直前方向4通り; oは同方向のみ; xは異方向のみ; 状態再訪防止	Codex	2026-07-15	reviewed	状態遷移が盤面文字に固有で高水準API化しない
abc453	e	https://atcoder.jp/contests/abc453/tasks/abc453_e	https://atcoder.jp/contests/abc453/editorial/18528	offline events; sweep line; combinations	maintain categories whose interval predicates change at few points	チームA人数iを走査し各選手の所属可能性4分類をイベント更新する	none	math/combination.hpp; math/modint.hpp	none	両team非空; 強制A/B人数上限; 4つの境界event; 二項係数範囲外	Codex	2026-07-15	reviewed	既存組合せと線形sweepで対応
abc453	f	https://atcoder.jp/contests/abc453/tasks/abc453_f	https://atcoder.jp/contests/abc453/editorial/18542	weighted leaf centroid; priority queue construction	pair leaves across centroid components under color capacities	葉数重心でgroup化し最大二groupから同色葉を選んで全cutを跨がせる	none	C++23 priority_queue	none	N=2を分ける; 容量1の色は葉に使えない; 葉重心; 最後の一葉と中心	Codex	2026-07-15	reviewed	証明と構成が問題固有でpublic API化しない
abc453	g	https://atcoder.jp/contests/abc453/tasks/abc453_g	https://atcoder.jp/contests/abc453/editorial/18526	persistent segment tree; structural sharing	copy whole versions in O(1) then update and query independently	各数列をroot versionで表しコピーはhandle代入・一点代入はpath copyingする	none	structure/persistentsegtree.hpp	none	コピー後の更新で元versionを変えない; 区間は半開; node数O(Q log M); 64 bit和	Codex	2026-07-15	reviewed	監査から整数handle型の永続Segment Treeを追加しsample一致
abc454	c	https://atcoder.jp/contests/abc454/tasks/abc454_c	https://atcoder.jp/contests/abc454/editorial/19003	directed reachability; BFS	count vertices reachable from one source	交換条件を有向辺とみなし頂点1から到達可能な頂点を数える	none	graph/graph.hpp; graph/shortestpath.hpp bfs	none	辺は一方向; 始点自身を含む; disconnected graph	Codex	2026-07-15	reviewed	既存の型付き有向グラフとBFSで対応
abc454	d	https://atcoder.jp/contests/abc454/tasks/abc454_d	https://atcoder.jp/contests/abc454/editorial/19118	canonical form; suffix stack reduction	compare equivalence classes of a terminating confluent rewrite	末尾に文字を足すたび(xx)をxxへ縮約した一意な標準形を比較する	none	C++23 string as stack	none	縮約後に新しい末尾patternが生じる; 逆操作を直接探索しない; 線形時間	Codex	2026-07-15	reviewed	rewrite規則一個に固有なので汎用reducer APIは作らない
abc454	e	https://atcoder.jp/contests/abc454/tasks/abc454_e	https://atcoder.jp/contests/abc454/editorial/19007	checkerboard parity; constructive recursion	Hamiltonian path in a grid with one forbidden cell	外側二行または二列の蛇行を前後へ剥がし2x2へ帰着する	none	none	none	N奇数は不可能; 欠損色; 前置列と後置列の反転; 出力長N^2-2	Codex	2026-07-15	reviewed	正方形一欠損専用の構成でpublic API化しない
abc454	f	https://atcoder.jp/contests/abc454/tasks/abc454_f	https://atcoder.jp/contests/abc454/editorial/18568	difference array; greedy sorted residues	minimum paired unit transfers modulo M	左右差の差分列を作り小さい剰余を指定個数選ぶ式へ変形する	none	C++23 sort	none	中央を跨ぐ操作の除去; 両端0を含む差分; 負差のmod正規化; 答え64 bit	Codex	2026-07-15	reviewed	変形後はsortとprefix sumだけで専用APIなし
abc454	g	https://atcoder.jp/contests/abc454/tasks/abc454_g	https://atcoder.jp/contests/abc454/editorial/19112	DSU on Tree; Euler tour; frequency of frequencies	reuse subtree statistics with add/remove/query callbacks	heavy childの表を保持しlight部分木だけ再追加して最大色頻度と色数を得る	none	tree/dsuontree.hpp	none	N=250万で再帰不可; resetを全配列初期化しない; 疑似乱数更新順; frequency最大値	Codex	2026-07-15	reviewed	監査から反復DSU on Treeを追加し公式sample三件一致
abc455	c	https://atcoder.jp/contests/abc455/tasks/abc455_c	https://atcoder.jp/contests/abc455/editorial/19454	frequency aggregation; greedy top-k	remove the k largest independent contributions	値xごとの寄与x*count[x]をまとめ大きいK個を総和から除く	none	C++23 map; sort	none	異なる値がK未満なら0を何度でも選べる; 積と総和は64 bit	Codex	2026-07-15	reviewed	標準コンテナの直接実装が短く専用APIなし
abc455	d	https://atcoder.jp/contests/abc455/tasks/abc455_d	https://atcoder.jp/contests/abc455/editorial/19455	intrusive linked list; sentinel nodes	defer aggregate queries until all splice operations finish	各山底にsentinelを置きcard直上直下のlink三本だけを付け替える	none	none	none	切り出し元の直下を先に保存; Pは山頂保証; 最後の全走査は合計O(N)	Codex	2026-07-15	reviewed	制約に特化したlink更新が短く汎用container化しない
abc455	e	https://atcoder.jp/contests/abc455/tasks/abc455_e	https://atcoder.jp/contests/abc455/editorial/19240	inclusion-exclusion; prefix-state frequency	count zero-sum subarrays in one or several dimensions	三組の等号を包除しprefix個数差または二次元差の一致pairを数える	none	C++23 map/unordered_map	none	all distinctの補集合; 三等号は三つのpair積に含まれるため係数2; 空prefix	Codex	2026-07-15	reviewed	prefix状態の設計だけが問題固有で追加APIなし
abc455	f	https://atcoder.jp/contests/abc455/tasks/abc455_f	https://atcoder.jp/contests/abc455/editorial/19241	lazy segment tree; first and second moments	range add with range sum and square sum	merge costを異なる初期group間の全pair積へ変形し(S^2-Q)/2で求める	none	utility/presetsegtree.hpp range_add_range_sum_square; math/modint.hpp	none	二乗和更新は旧sumを使う; 半開区間; 2の逆元; 入力をmodへ変換	Codex	2026-07-15	reviewed	監査から区間加算・和・二乗和presetを追加しsample一致
abc455	g	https://atcoder.jp/contests/abc455/tasks/abc455_g	https://atcoder.jp/contests/abc455/editorial/19242	randomized prefix hash; two pointers; occurrence positions	balanced subarray counting under a fixed frequency or distinct-count query	頻度上限の左端とmod頻度hash、または種類集合一定区間の線形hashを照合する	none	none	none	Monte Carlo衝突; B=1; 左端区間の境界; 集合変更時の再構築を全体線形にする	Codex	2026-07-15	reviewed	K<=10向けの高度に専用化した乱択数え上げのためAPI化しない
abc456	c	https://atcoder.jp/contests/abc456/tasks/abc456_c	https://atcoder.jp/contests/abc456/editorial/19772	run decomposition; ending-position contribution	count substrings satisfying a local adjacent predicate	同じ隣接文字で区切った各runの部分文字列数を足す	none	none	none	答えは64 bit; 区切り位置を二重計上しない; 最後にmod	Codex	2026-07-15	reviewed	O(N)の直接走査が最短でverifyコードを追加
abc456	d	https://atcoder.jp/contests/abc456/tasks/abc456_d	https://atcoder.jp/contests/abc456/editorial/19773	subsequence DP by final state	count subsequences accepted by a small transition rule	末尾文字ごとの個数を持ち同じ文字以外から現在文字へ遷移する	none	math/modint.hpp	none	同じ値の部分列もindexが違えば別; 更新前総和を使う; 空列を除く	Codex	2026-07-15	reviewed	3状態DPが十分短くverifyコードを追加
abc456	e	https://atcoder.jp/contests/abc456/tasks/abc456_e	https://atcoder.jp/contests/abc456/editorial/19849	product graph; directed cycle detection	periodic state transition as a layered graph	都市と曜日の直積のうち休日状態だけを辺で結び無限walkを閉路へ言い換える	none	graph/graph.hpp; graph/cycle.hpp find_cycle	none	曜日Wから0への遷移; stay辺; 無向道路を両向きへ展開; 最大100万頂点	Codex	2026-07-15	reviewed	既存の型付き有向グラフと閉路検出を使用するverifyコードを追加
abc456	f	https://atcoder.jp/contests/abc456/tasks/abc456_f	https://atcoder.jp/contests/abc456/editorial/19850	SWAG; min-plus matrix; transition composition	sliding-window aggregate of associative DP transitions	休日間隔を高々2に言い換え2状態DPの遷移積を長さKの窓で取る	none	structure/swag.hpp	none	非可換合成順; 左端直前の初期値; INF加算; K=1	Codex	2026-07-15	reviewed	既存SWAGの重いDP例を追加し小ケース全探索一致
abc456	g	https://atcoder.jp/contests/abc456/tasks/abc456_g	https://atcoder.jp/contests/abc456/editorial/19853	inclusion-exclusion; run decomposition; combinations	count binary strings with bounded one-runs	強制勤務日で自由区間へ分け長さk+1以上のrun始点を包除する	none	math/combination.hpp; math/modint.hpp	none	最長exactはat mostの差分; 自由区間ごとの積; count=0; 負指数を除外	Codex	2026-07-15	reviewed	O(N log N)verifyコードを追加し長さ8以下を全探索一致
abc457	c	https://atcoder.jp/contests/abc457/tasks/abc457_c	https://atcoder.jp/contests/abc457/editorial/20133	implicit repeated sequence indexing	skip compressed repeated blocks without materializing	Kが属するblockまで長さL_i*C_iを引き、block内をmod L_iで引く	none	none	none	1-indexから0-index; 長さ積; 巨大列を生成しない	Codex	2026-07-15	reviewed	短いcompressed simulationで専用APIは作らない
abc457	d	https://atcoder.jp/contests/abc457/tasks/abc457_d	https://atcoder.jp/contests/abc457/editorial/20126	parametric search; integer ceil division	maximize a common lower bound under separable costs	目標Xへ各A_iを上げる最小回数ceil((X-A_i)/i)の総和を判定する	none	algorithm/binarysearch.hpp last_true	none	1-indexの加算幅; 整数ceil; 操作回数をKで打ち切りoverflow回避	Codex	2026-07-15	reviewed	既存の整数二分探索で対応
abc457	e	https://atcoder.jp/contests/abc457/tasks/abc457_e	https://atcoder.jp/contests/abc457/editorial/20075	sorted endpoint buckets; suffix minima; binary search	exact union of two stored intervals queries	[S,T]そのものがある場合と左端S・右端Tの二枚を使う場合に分ける	none	C++23 lower_bound/upper_bound; suffix minimum	none	同一intervalを二枚選ぶcount; ちょうど二枚; 隙間条件l2<=r1+1	Codex	2026-07-15	reviewed	二枚限定の問題固有queryで専用構造は作らない
abc457	f	https://atcoder.jp/contests/abc457/tasks/abc457_f	https://atcoder.jp/contests/abc457/editorial/20140	insertion DP; global lazy multiplier	factor a uniform transition out of sparse DP states	最大値位置だけを状態にし、3位以下の選択を全状態一括係数として遅延する	none	math/modint.hpp	none	D_i!=D_i+1で状態全消去; lazy係数の正規化; N=2	Codex	2026-07-15	reviewed	遷移観察が問題固有で追加APIなし
abc457	g	https://atcoder.jp/contests/abc457/tasks/abc457_g	https://atcoder.jp/contests/abc457/editorial/20073	Dilworth theorem; longest decreasing subsequence	minimum chain cover of a 2D product order	(T+X,T-X)の積順序へ変換し辞書順sort後のv狭義減少列を求める	none	dp/sequence.hpp lis	none	同じuはv昇順sort; strict decrease; 座標差は負になる	Codex	2026-07-15	reviewed	既存LIS復元APIの長さを利用
abc458	c	https://atcoder.jp/contests/abc458/tasks/abc458_c	https://atcoder.jp/contests/abc458/editorial/20144	center contribution counting	fix the distinguished center of an odd substring	各Cを中央に固定すると左右へ同数伸ばせる長さの個数はmin(i+1,N-i)	none	none	none	答えは64 bit; 0-indexと左右端までの距離	Codex	2026-07-15	reviewed	単純な寄与計算のため専用APIは作らない
abc458	d	https://atcoder.jp/contests/abc458/tasks/abc458_d	https://atcoder.jp/contests/abc458/editorial/20424	dynamic median; two balanced halves	online median and absolute deviation	小さい半分を一要素多く保つとlower medianが答えになる	none	structure/median.hpp median	none	偶数個のlower/upper定義; 重複値のerase; 偏差和overflow	Codex	2026-07-15	reviewed	監査から追加・削除・偏差和対応の動的中央値を追加
abc458	e	https://atcoder.jp/contests/abc458/tasks/abc458_e	https://atcoder.jp/contests/abc458/editorial/20463	combinations; run decomposition	count alternating runs then insert separators	1と3だけの列をrun数と両端4通りに分け、必要な2を境界へ挿入する	none	math/combination.hpp	none	空でないrunの組合せ; 両端同値はrun数差1; 2不足時choose=0	Codex	2026-07-15	reviewed	既存combinationでO(X1+X2+X3)
abc458	f	https://atcoder.jp/contests/abc458/tasks/abc458_f	https://atcoder.jp/contests/abc458/editorial/20159	Aho-Corasick; automaton DP; matrix exponentiation	count fixed-length words avoiding forbidden substrings	禁止pattern終端状態を除いたautomaton遷移行列のN乗を取る	none	string/avoid.hpp count_avoiding_words	none	failure先のpattern終端も禁止; alphabet全体指定; 状態数3乗	Codex	2026-07-15	reviewed	監査から禁止pattern回避語の高水準APIを追加
